timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1687624339144,6,07GetEmptyCartInfo,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 6 milliseconds, but should not have lasted longer than 4 milliseconds.",168,137,1,1,http://localhost:5000/intuser/products/cart,6,0,1
1687624339151,14,08Logout,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 14 milliseconds, but should not have lasted longer than 9 milliseconds.",184,214,1,1,http://localhost:5000/users/logout,14,0,1
1687624339167,3,00AsappShopping-UI,200,OK,Thread Group 1-1,text,true,,2059,116,1,1,http://localhost:3000/,3,0,0
1687624339178,18,01Login,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 18 milliseconds, but should not have lasted longer than 11 milliseconds.",183,240,1,1,http://localhost:5000/users/login,18,0,1
1687624339198,9,02GetProducts,200,OK,Thread Group 1-1,text,false,,791,132,1,1,http://localhost:5000/intuser/products,9,0,1
1687624339211,7,03GetSpecificProducts,200,OK,Thread Group 1-1,text,false,,366,145,1,1,http://localhost:5000/intuser/products/ASAPP%20Pens,6,0,2
1687624339220,17,04AddProductToCart,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 17 milliseconds, but should not have lasted longer than 9 milliseconds.",216,229,1,1,http://localhost:5000/intuser/products/ASAPP%20Pens/add,17,0,1
1687624339238,22,05GetCartInfo,200,OK,Thread Group 1-1,text,false,,277,137,1,1,http://localhost:5000/intuser/products/cart,22,0,2
1687624339261,32,06RemoveProductFromCart,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 32 milliseconds, but should not have lasted longer than 12 milliseconds.",208,237,1,1,http://localhost:5000/intuser/products/cart/ASAPP%20Pens/remove,31,0,2
1687624339294,11,07GetEmptyCartInfo,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 11 milliseconds, but should not have lasted longer than 4 milliseconds.",168,137,1,1,http://localhost:5000/intuser/products/cart,10,0,2
1687624339307,21,08Logout,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 21 milliseconds, but should not have lasted longer than 9 milliseconds.",184,214,1,1,http://localhost:5000/users/logout,21,0,5
1687624339330,4,00AsappShopping-UI,200,OK,Thread Group 1-1,text,true,,2059,116,1,1,http://localhost:3000/,4,0,0
1687624339338,22,01Login,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 22 milliseconds, but should not have lasted longer than 11 milliseconds.",183,240,1,1,http://localhost:5000/users/login,21,0,2
1687624339362,8,02GetProducts,200,OK,Thread Group 1-1,text,false,,791,132,1,1,http://localhost:5000/intuser/products,7,0,1
1687624339372,16,03GetSpecificProducts,200,OK,Thread Group 1-1,text,false,,314,149,1,1,http://localhost:5000/intuser/products/ASAPP%20Stickers,15,0,2
1687624339389,21,04AddProductToCart,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 21 milliseconds, but should not have lasted longer than 9 milliseconds.",220,233,1,1,http://localhost:5000/intuser/products/ASAPP%20Stickers/add,20,0,5
1687624339411,6,05GetCartInfo,200,OK,Thread Group 1-1,text,false,,281,137,1,1,http://localhost:5000/intuser/products/cart,6,0,2
1687624339418,15,06RemoveProductFromCart,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 15 milliseconds, but should not have lasted longer than 12 milliseconds.",212,241,1,1,http://localhost:5000/intuser/products/cart/ASAPP%20Stickers/remove,15,0,1
1687624339433,9,07GetEmptyCartInfo,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 9 milliseconds, but should not have lasted longer than 4 milliseconds.",168,137,1,1,http://localhost:5000/intuser/products/cart,8,0,1
1687624339444,8,08Logout,200,OK,Thread Group 1-1,text,true,,184,214,1,1,http://localhost:5000/users/logout,8,0,1
1687624344480,4,00AsappShopping-UI,200,OK,Thread Group 1-2,text,true,,2059,116,1,1,http://localhost:3000/,3,0,1
1687624344486,11,01Login,200,OK,Thread Group 1-2,text,true,,183,241,1,1,http://localhost:5000/users/login,11,0,1
1687624344497,4,02GetProducts,200,OK,Thread Group 1-2,text,true,,791,133,1,1,http://localhost:5000/liveuser/products,4,0,1
1687624344502,4,03GetSpecificProducts,200,OK,Thread Group 1-2,text,true,,375,156,1,1,http://localhost:5000/liveuser/products/ASAPP%20Water%20Bottle,4,0,1
1687624344507,8,04AddProductToCart,200,OK,Thread Group 1-2,text,true,,224,240,1,1,http://localhost:5000/liveuser/products/ASAPP%20Water%20Bottle/add,8,0,0
1687624344515,4,05GetCartInfo,200,OK,Thread Group 1-2,text,true,,286,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624344520,16,06RemoveProductFromCart,200,OK,Thread Group 1-2,text,false,"The operation lasted too long: It took 16 milliseconds, but should not have lasted longer than 12 milliseconds.",216,248,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Water%20Bottle/remove,15,0,1
1687624344537,6,07GetEmptyCartInfo,200,OK,Thread Group 1-2,text,false,"The operation lasted too long: It took 6 milliseconds, but should not have lasted longer than 4 milliseconds.",168,138,1,1,http://localhost:5000/liveuser/products/cart,5,0,2
1687624344543,8,08Logout,200,OK,Thread Group 1-2,text,true,,184,215,1,1,http://localhost:5000/users/logout,8,0,1
1687624344553,2,00AsappShopping-UI,200,OK,Thread Group 1-2,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624344557,7,01Login,200,OK,Thread Group 1-2,text,true,,183,241,1,1,http://localhost:5000/users/login,7,0,1
1687624344565,4,02GetProducts,200,OK,Thread Group 1-2,text,true,,791,133,1,1,http://localhost:5000/liveuser/products,3,0,0
1687624344569,5,03GetSpecificProducts,200,OK,Thread Group 1-2,text,false,,366,146,1,1,http://localhost:5000/liveuser/products/ASAPP%20Pens,4,0,1
1687624344574,7,04AddProductToCart,200,OK,Thread Group 1-2,text,true,,216,230,1,1,http://localhost:5000/liveuser/products/ASAPP%20Pens/add,7,0,1
1687624344582,4,05GetCartInfo,200,OK,Thread Group 1-2,text,true,,278,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624344587,14,06RemoveProductFromCart,200,OK,Thread Group 1-2,text,false,"The operation lasted too long: It took 14 milliseconds, but should not have lasted longer than 12 milliseconds.",208,238,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Pens/remove,14,0,2
1687624344601,6,07GetEmptyCartInfo,200,OK,Thread Group 1-2,text,false,"The operation lasted too long: It took 6 milliseconds, but should not have lasted longer than 4 milliseconds.",168,138,1,1,http://localhost:5000/liveuser/products/cart,6,0,1
1687624344608,7,08Logout,200,OK,Thread Group 1-2,text,true,,184,215,1,1,http://localhost:5000/users/logout,7,0,1
1687624344616,2,00AsappShopping-UI,200,OK,Thread Group 1-2,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624344620,9,01Login,200,OK,Thread Group 1-2,text,true,,183,241,1,1,http://localhost:5000/users/login,9,0,1
1687624344629,5,02GetProducts,200,OK,Thread Group 1-2,text,false,,791,133,1,1,http://localhost:5000/liveuser/products,5,0,1
1687624344635,5,03GetSpecificProducts,200,OK,Thread Group 1-2,text,false,,314,150,1,1,http://localhost:5000/liveuser/products/ASAPP%20Stickers,5,0,1
1687624344641,14,04AddProductToCart,200,OK,Thread Group 1-2,text,false,"The operation lasted too long: It took 14 milliseconds, but should not have lasted longer than 9 milliseconds.",220,234,1,1,http://localhost:5000/liveuser/products/ASAPP%20Stickers/add,14,0,1
1687624344655,4,05GetCartInfo,200,OK,Thread Group 1-2,text,true,,282,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624344660,18,06RemoveProductFromCart,200,OK,Thread Group 1-2,text,false,"The operation lasted too long: It took 18 milliseconds, but should not have lasted longer than 12 milliseconds.",212,242,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Stickers/remove,18,0,1
1687624344678,4,07GetEmptyCartInfo,200,OK,Thread Group 1-2,text,true,,168,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624344683,8,08Logout,200,OK,Thread Group 1-2,text,true,,184,215,1,1,http://localhost:5000/users/logout,8,0,0
1687624344691,2,00AsappShopping-UI,200,OK,Thread Group 1-2,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624344695,8,01Login,200,OK,Thread Group 1-2,text,true,,183,241,1,1,http://localhost:5000/users/login,8,0,0
1687624344703,4,02GetProducts,200,OK,Thread Group 1-2,text,true,,791,133,1,1,http://localhost:5000/liveuser/products,4,0,1
1687624344707,4,03GetSpecificProducts,200,OK,Thread Group 1-2,text,true,,375,156,1,1,http://localhost:5000/liveuser/products/ASAPP%20Water%20Bottle,4,0,1
1687624344712,12,04AddProductToCart,200,OK,Thread Group 1-2,text,false,"The operation lasted too long: It took 12 milliseconds, but should not have lasted longer than 9 milliseconds.",224,240,1,1,http://localhost:5000/liveuser/products/ASAPP%20Water%20Bottle/add,12,0,0
1687624344724,5,05GetCartInfo,200,OK,Thread Group 1-2,text,false,,286,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624344729,15,06RemoveProductFromCart,200,OK,Thread Group 1-2,text,false,"The operation lasted too long: It took 15 milliseconds, but should not have lasted longer than 12 milliseconds.",216,248,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Water%20Bottle/remove,15,0,1
1687624344744,5,07GetEmptyCartInfo,200,OK,Thread Group 1-2,text,false,"The operation lasted too long: It took 5 milliseconds, but should not have lasted longer than 4 milliseconds.",168,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624344749,7,08Logout,200,OK,Thread Group 1-2,text,true,,184,215,1,1,http://localhost:5000/users/logout,7,0,1
1687624344757,3,00AsappShopping-UI,200,OK,Thread Group 1-2,text,true,,2059,116,1,1,http://localhost:3000/,3,0,0
1687624344762,11,01Login,200,OK,Thread Group 1-2,text,true,,183,241,1,1,http://localhost:5000/users/login,10,0,1
1687624344773,5,02GetProducts,200,OK,Thread Group 1-2,text,false,,791,133,1,1,http://localhost:5000/liveuser/products,5,0,1
1687624344778,4,03GetSpecificProducts,200,OK,Thread Group 1-2,text,true,,366,146,1,1,http://localhost:5000/liveuser/products/ASAPP%20Pens,4,0,1
1687624344783,8,04AddProductToCart,200,OK,Thread Group 1-2,text,true,,216,230,1,1,http://localhost:5000/liveuser/products/ASAPP%20Pens/add,8,0,1
1687624344792,4,05GetCartInfo,200,OK,Thread Group 1-2,text,true,,278,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624344797,10,06RemoveProductFromCart,200,OK,Thread Group 1-2,text,true,,208,238,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Pens/remove,10,0,1
1687624344808,3,07GetEmptyCartInfo,200,OK,Thread Group 1-2,text,true,,168,138,1,1,http://localhost:5000/liveuser/products/cart,3,0,0
1687624344812,6,08Logout,200,OK,Thread Group 1-2,text,true,,184,215,1,1,http://localhost:5000/users/logout,6,0,0
1687624350466,4,00AsappShopping-UI,200,OK,Thread Group 1-3,text,true,,2059,116,1,1,http://localhost:3000/,4,0,1
1687624350474,14,01Login,200,OK,Thread Group 1-3,text,false,"The operation lasted too long: It took 14 milliseconds, but should not have lasted longer than 11 milliseconds.",183,240,1,1,http://localhost:5000/users/login,14,0,1
1687624350488,5,02GetProducts,200,OK,Thread Group 1-3,text,false,,791,132,1,1,http://localhost:5000/intuser/products,5,0,1
1687624350493,4,03GetSpecificProducts,200,OK,Thread Group 1-3,text,true,,314,149,1,1,http://localhost:5000/intuser/products/ASAPP%20Stickers,4,0,1
1687624350498,8,04AddProductToCart,200,OK,Thread Group 1-3,text,true,,220,233,1,1,http://localhost:5000/intuser/products/ASAPP%20Stickers/add,8,0,1
1687624350507,3,05GetCartInfo,200,OK,Thread Group 1-3,text,true,,281,137,1,1,http://localhost:5000/intuser/products/cart,3,0,0
1687624350511,9,06RemoveProductFromCart,200,OK,Thread Group 1-3,text,true,,212,241,1,1,http://localhost:5000/intuser/products/cart/ASAPP%20Stickers/remove,9,0,0
1687624350520,3,07GetEmptyCartInfo,200,OK,Thread Group 1-3,text,true,,168,137,1,1,http://localhost:5000/intuser/products/cart,3,0,1
1687624350524,7,08Logout,200,OK,Thread Group 1-3,text,true,,184,214,1,1,http://localhost:5000/users/logout,7,0,1
1687624350532,1,00AsappShopping-UI,200,OK,Thread Group 1-3,text,true,,2059,116,1,1,http://localhost:3000/,1,0,0
1687624350535,7,01Login,200,OK,Thread Group 1-3,text,true,,183,240,1,1,http://localhost:5000/users/login,7,0,0
1687624350542,4,02GetProducts,200,OK,Thread Group 1-3,text,true,,791,132,1,1,http://localhost:5000/intuser/products,4,0,1
1687624350547,3,03GetSpecificProducts,200,OK,Thread Group 1-3,text,true,,375,155,1,1,http://localhost:5000/intuser/products/ASAPP%20Water%20Bottle,3,0,0
1687624350550,8,04AddProductToCart,200,OK,Thread Group 1-3,text,true,,224,239,1,1,http://localhost:5000/intuser/products/ASAPP%20Water%20Bottle/add,8,0,1
1687624350559,3,05GetCartInfo,200,OK,Thread Group 1-3,text,true,,285,137,1,1,http://localhost:5000/intuser/products/cart,3,0,0
1687624350563,10,06RemoveProductFromCart,200,OK,Thread Group 1-3,text,true,,216,247,1,1,http://localhost:5000/intuser/products/cart/ASAPP%20Water%20Bottle/remove,10,0,1
1687624350574,3,07GetEmptyCartInfo,200,OK,Thread Group 1-3,text,true,,168,137,1,1,http://localhost:5000/intuser/products/cart,3,0,0
1687624350577,7,08Logout,200,OK,Thread Group 1-3,text,true,,184,214,1,1,http://localhost:5000/users/logout,7,0,1
1687624350586,2,00AsappShopping-UI,200,OK,Thread Group 1-3,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624350589,8,01Login,200,OK,Thread Group 1-3,text,true,,183,240,1,1,http://localhost:5000/users/login,8,0,1
1687624350597,3,02GetProducts,200,OK,Thread Group 1-3,text,true,,791,132,1,1,http://localhost:5000/intuser/products,3,0,1
1687624350601,4,03GetSpecificProducts,200,OK,Thread Group 1-3,text,true,,366,145,1,1,http://localhost:5000/intuser/products/ASAPP%20Pens,4,0,1
1687624350606,8,04AddProductToCart,200,OK,Thread Group 1-3,text,true,,216,229,1,1,http://localhost:5000/intuser/products/ASAPP%20Pens/add,8,0,1
1687624350614,5,05GetCartInfo,200,OK,Thread Group 1-3,text,false,,277,137,1,1,http://localhost:5000/intuser/products/cart,5,0,1
1687624350620,10,06RemoveProductFromCart,200,OK,Thread Group 1-3,text,true,,208,237,1,1,http://localhost:5000/intuser/products/cart/ASAPP%20Pens/remove,10,0,0
1687624350630,4,07GetEmptyCartInfo,200,OK,Thread Group 1-3,text,true,,168,137,1,1,http://localhost:5000/intuser/products/cart,4,0,1
1687624350635,7,08Logout,200,OK,Thread Group 1-3,text,true,,184,214,1,1,http://localhost:5000/users/logout,7,0,0
1687624350642,2,00AsappShopping-UI,200,OK,Thread Group 1-3,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624350646,8,01Login,200,OK,Thread Group 1-3,text,true,,183,240,1,1,http://localhost:5000/users/login,8,0,0
1687624350654,4,02GetProducts,200,OK,Thread Group 1-3,text,true,,791,132,1,1,http://localhost:5000/intuser/products,4,0,1
1687624350659,3,03GetSpecificProducts,200,OK,Thread Group 1-3,text,true,,314,149,1,1,http://localhost:5000/intuser/products/ASAPP%20Stickers,3,0,0
1687624350662,8,04AddProductToCart,200,OK,Thread Group 1-3,text,true,,220,233,1,1,http://localhost:5000/intuser/products/ASAPP%20Stickers/add,8,0,1
1687624350671,3,05GetCartInfo,200,OK,Thread Group 1-3,text,true,,281,137,1,1,http://localhost:5000/intuser/products/cart,3,0,0
1687624350675,11,06RemoveProductFromCart,200,OK,Thread Group 1-3,text,true,,212,241,1,1,http://localhost:5000/intuser/products/cart/ASAPP%20Stickers/remove,11,0,1
1687624350686,4,07GetEmptyCartInfo,200,OK,Thread Group 1-3,text,true,,168,137,1,1,http://localhost:5000/intuser/products/cart,4,0,1
1687624350690,8,08Logout,200,OK,Thread Group 1-3,text,true,,184,214,1,1,http://localhost:5000/users/logout,8,0,1
1687624350698,2,00AsappShopping-UI,200,OK,Thread Group 1-3,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624350702,7,01Login,200,OK,Thread Group 1-3,text,true,,183,240,1,1,http://localhost:5000/users/login,7,0,1
1687624350710,4,02GetProducts,200,OK,Thread Group 1-3,text,true,,791,132,1,1,http://localhost:5000/intuser/products,4,0,1
1687624350714,4,03GetSpecificProducts,200,OK,Thread Group 1-3,text,true,,375,155,1,1,http://localhost:5000/intuser/products/ASAPP%20Water%20Bottle,4,0,1
1687624350718,7,04AddProductToCart,200,OK,Thread Group 1-3,text,true,,224,239,1,1,http://localhost:5000/intuser/products/ASAPP%20Water%20Bottle/add,7,0,1
1687624350726,3,05GetCartInfo,200,OK,Thread Group 1-3,text,true,,285,137,1,1,http://localhost:5000/intuser/products/cart,3,0,0
1687624350730,10,06RemoveProductFromCart,200,OK,Thread Group 1-3,text,true,,216,247,1,1,http://localhost:5000/intuser/products/cart/ASAPP%20Water%20Bottle/remove,10,0,1
1687624350741,4,07GetEmptyCartInfo,200,OK,Thread Group 1-3,text,true,,168,137,1,1,http://localhost:5000/intuser/products/cart,4,0,0
1687624350745,7,08Logout,200,OK,Thread Group 1-3,text,true,,184,214,1,1,http://localhost:5000/users/logout,7,0,1
1687624356472,3,00AsappShopping-UI,200,OK,Thread Group 1-4,text,true,,2059,116,1,1,http://localhost:3000/,3,0,1
1687624356477,10,01Login,200,OK,Thread Group 1-4,text,true,,183,241,1,1,http://localhost:5000/users/login,10,0,1
1687624356487,4,02GetProducts,200,OK,Thread Group 1-4,text,true,,791,133,1,1,http://localhost:5000/liveuser/products,4,0,1
1687624356491,4,03GetSpecificProducts,200,OK,Thread Group 1-4,text,true,,366,146,1,1,http://localhost:5000/liveuser/products/ASAPP%20Pens,4,0,1
1687624356496,8,04AddProductToCart,200,OK,Thread Group 1-4,text,true,,216,230,1,1,http://localhost:5000/liveuser/products/ASAPP%20Pens/add,8,0,1
1687624356505,3,05GetCartInfo,200,OK,Thread Group 1-4,text,true,,278,138,1,1,http://localhost:5000/liveuser/products/cart,3,0,0
1687624356509,12,06RemoveProductFromCart,200,OK,Thread Group 1-4,text,true,,208,238,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Pens/remove,12,0,1
1687624356521,4,07GetEmptyCartInfo,200,OK,Thread Group 1-4,text,true,,168,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624356525,8,08Logout,200,OK,Thread Group 1-4,text,true,,184,215,1,1,http://localhost:5000/users/logout,7,0,1
1687624356533,2,00AsappShopping-UI,200,OK,Thread Group 1-4,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624356536,8,01Login,200,OK,Thread Group 1-4,text,true,,183,241,1,1,http://localhost:5000/users/login,8,0,0
1687624356545,4,02GetProducts,200,OK,Thread Group 1-4,text,true,,791,133,1,1,http://localhost:5000/liveuser/products,4,0,0
1687624356549,4,03GetSpecificProducts,200,OK,Thread Group 1-4,text,true,,314,150,1,1,http://localhost:5000/liveuser/products/ASAPP%20Stickers,4,0,1
1687624356554,8,04AddProductToCart,200,OK,Thread Group 1-4,text,true,,220,234,1,1,http://localhost:5000/liveuser/products/ASAPP%20Stickers/add,8,0,1
1687624356562,4,05GetCartInfo,200,OK,Thread Group 1-4,text,true,,282,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624356566,9,06RemoveProductFromCart,200,OK,Thread Group 1-4,text,true,,212,242,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Stickers/remove,9,0,1
1687624356575,4,07GetEmptyCartInfo,200,OK,Thread Group 1-4,text,true,,168,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624356579,8,08Logout,200,OK,Thread Group 1-4,text,true,,184,215,1,1,http://localhost:5000/users/logout,8,0,1
1687624356587,2,00AsappShopping-UI,200,OK,Thread Group 1-4,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624356590,7,01Login,200,OK,Thread Group 1-4,text,true,,183,241,1,1,http://localhost:5000/users/login,7,0,1
1687624356598,4,02GetProducts,200,OK,Thread Group 1-4,text,true,,791,133,1,1,http://localhost:5000/liveuser/products,3,0,0
1687624356602,4,03GetSpecificProducts,200,OK,Thread Group 1-4,text,true,,375,156,1,1,http://localhost:5000/liveuser/products/ASAPP%20Water%20Bottle,4,0,1
1687624356607,7,04AddProductToCart,200,OK,Thread Group 1-4,text,true,,224,240,1,1,http://localhost:5000/liveuser/products/ASAPP%20Water%20Bottle/add,7,0,0
1687624356615,3,05GetCartInfo,200,OK,Thread Group 1-4,text,true,,286,138,1,1,http://localhost:5000/liveuser/products/cart,3,0,0
1687624356618,11,06RemoveProductFromCart,200,OK,Thread Group 1-4,text,true,,216,248,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Water%20Bottle/remove,10,0,1
1687624356629,3,07GetEmptyCartInfo,200,OK,Thread Group 1-4,text,true,,168,138,1,1,http://localhost:5000/liveuser/products/cart,3,0,0
1687624356632,7,08Logout,200,OK,Thread Group 1-4,text,true,,184,215,1,1,http://localhost:5000/users/logout,7,0,1
1687624356640,1,00AsappShopping-UI,200,OK,Thread Group 1-4,text,true,,2059,116,1,1,http://localhost:3000/,1,0,0
1687624356642,7,01Login,200,OK,Thread Group 1-4,text,true,,183,241,1,1,http://localhost:5000/users/login,7,0,1
1687624356650,3,02GetProducts,200,OK,Thread Group 1-4,text,true,,791,133,1,1,http://localhost:5000/liveuser/products,3,0,0
1687624356654,3,03GetSpecificProducts,200,OK,Thread Group 1-4,text,true,,366,146,1,1,http://localhost:5000/liveuser/products/ASAPP%20Pens,3,0,0
1687624356657,8,04AddProductToCart,200,OK,Thread Group 1-4,text,true,,216,230,1,1,http://localhost:5000/liveuser/products/ASAPP%20Pens/add,8,0,1
1687624356666,3,05GetCartInfo,200,OK,Thread Group 1-4,text,true,,278,138,1,1,http://localhost:5000/liveuser/products/cart,3,0,0
1687624356670,11,06RemoveProductFromCart,200,OK,Thread Group 1-4,text,true,,208,238,1,1,http://localhost:5000/liveuser/products/cart/ASAPP%20Pens/remove,11,0,1
1687624356681,4,07GetEmptyCartInfo,200,OK,Thread Group 1-4,text,true,,168,138,1,1,http://localhost:5000/liveuser/products/cart,4,0,1
1687624356685,8,08Logout,200,OK,Thread Group 1-4,text,true,,184,215,1,1,http://localhost:5000/users/logout,8,0,1
1687624356694,2,00AsappShopping-UI,200,OK,Thread Group 1-4,text,true,,2059,116,1,1,http://localhost:3000/,2,0,0
1687624356697,9,01Login,200,OK,Thread Group 1-4,text,true,,183,241,1,1,http://localhost:5000/users/login,9,0,0
1687624356707,4,02GetProducts,200,OK,Thread Group 1-4,text,true,,791,133,1,1,http://localhost:5000/liveuser/products,4,0,0
1687624356711,4,03GetSpecificProducts,200,OK,Thread Group 1-4,text,true,,314,150,1,1,http://localhost:5000/liveuser/products/ASAPP%20Stickers,4,0,1
